micro_average_dice_SE;0.9993190330268981
micro_average_dice_source;NaN
micro_average_dice_target;0.9745370370370371
micro_average_f1measure_SE;0.9994895354772844
micro_average_f1measure_SE_exact;0.9974476773864217
micro_average_f1measure_SE_source;NaN
micro_average_f1measure_SE_source_exact;NaN
micro_average_f1measure_SE_target;0.6114649681528662
micro_average_f1measure_SE_target_exact;0.564755838641189
micro_average_f1measure_source;NaN
micro_average_f1measure_source_exact;NaN
micro_average_f1measure_target;0.6114649681528662
micro_average_f1measure_target_exact;0.564755838641189
micro_average_precision_SE;0.9989795918367347
micro_average_precision_SE_exact;0.996938775510204
micro_average_precision_SE_source;NaN
micro_average_precision_SE_source_exact;NaN
micro_average_precision_SE_target;0.7093596059113301
micro_average_precision_SE_target_exact;0.6551724137931034
micro_average_precision_source;NaN
micro_average_precision_source_exact;NaN
micro_average_precision_target;0.7093596059113301
micro_average_precision_target_exact;0.6551724137931034
micro_average_recall_SE;1.0
micro_average_recall_SE_exact;0.9979570990806946
micro_average_recall_SE_source;NaN
micro_average_recall_SE_source_exact;NaN
micro_average_recall_SE_target;0.5373134328358209
micro_average_recall_SE_target_exact;0.4962686567164179
micro_average_recall_source;NaN
micro_average_recall_source_exact;NaN
micro_average_recall_target;0.5373134328358209
micro_average_recall_target_exact;0.4962686567164179
